state,yearOfLoss,floodEvent,event_type,state,yearOfLoss,amountPaidOnBuildingClaim,amountPaidOnContentsClaim,totalPaid,precip_mm,wind_max_m_s,temp_mean_c
TX,2008,Hurricane Ike,Hurricane,TX,2008,22970.55,6939.88,29910.43,41.7,42.5,26.64180327868851
LA,2020,Hurricane Delta,Hurricane,LA,2020,39707.11,5343.12,45050.23,72.9,51.4,25.66612021857924
FL,2022,Hurricane Ian,Hurricane,FL,2022,178456.83,39630.13,218086.96,208.8,76.6,28.4682191780822
NC,2003,Hurricane Isabel,Hurricane,NC,2003,0.0,0.0,0.0,66.2,37.3,19.546301369863023
NJ,1996,Flooding,Flood,NJ,1996,0.0,0.0,0.0,55.8,43.0,15.88442622950821
LA,1991,Flooding,Flood,LA,1991,3426.61,0.0,3426.61,86.6,32.6,24.527397260273947
LA,2005,Hurricane Katrina,Hurricane,LA,2005,184800.0,31500.0,216300.0,63.7,47.6,25.748767123287685
IN,2008,Storm,Storm,IN,2008,3252.74,0.0,3252.74,49.9,39.8,16.449453551912583
PR,2017,Hurricane Maria,Hurricane,PR,2017,0.0,0.0,0.0,208.7,81.2,23.722739726027385
IL,2013,Mid-spring storms,Storm,IL,2013,5385.21,0.0,5385.21,47.4,42.0,15.888493150684935
TX,1981,Flooding,Flood,TX,1981,1922.72,3657.27,5579.99,0.0,0.0,0.0
FL,2024,Hurricane Helene,Hurricane,FL,2024,921.27,0.0,921.27,45.2,63.6,28.001912568306004
DE,2012,Hurricane Sandy,Hurricane,DE,2012,0.0,0.0,0.0,116.7,47.8,18.82213114754098
MO,2008,March storm,Storm,MO,2008,9788.12,0.0,9788.12,86.5,33.9,18.414480874316933
LA,2005,Hurricane Katrina,Hurricane,LA,2005,0.0,0.0,0.0,63.7,47.6,25.748767123287685
LA,2005,Hurricane Katrina,Hurricane,LA,2005,0.0,0.0,0.0,63.7,47.6,25.748767123287685
CA,1998,Pineapple Express - Southern,Other,CA,1998,0.0,0.0,0.0,40.6,31.1,23.838082191780835
FL,1996,Hurricane Josephine,Hurricane,FL,1996,17380.64,15791.83,33172.47,58.4,34.3,26.52267759562842
NJ,1984,Flooding,Flood,NJ,1984,0.0,0.0,0.0,0.0,0.0,0.0
TX,2017,Hurricane Harvey,Hurricane,TX,2017,32494.94,1145.78,33640.72,115.4,53.5,26.819726027397266
MS,1979,Flooding,Flood,MS,1979,13783.07,0.0,13783.07,91.9,32.1,22.49041095890413
LA,2002,Tropical Storm Isidore,Storm,LA,2002,45653.13,38300.0,83953.13,57.0,42.7,24.50986301369864
TX,1983,Hurricane Alicia,Hurricane,TX,1983,6560.3,0.0,6560.3,51.3,48.6,24.291506849315052
TX,2019,Tropical Storm Imelda,Storm,TX,2019,68333.46,0.0,68333.46,0.0,0.0,0.0
AL,1979,Hurricane Frederic,Hurricane,AL,1979,17708.41,0.0,17708.41,69.6,40.3,22.312054794520538
LA,1995,Flooding,Flood,LA,1995,855.86,0.0,855.86,70.1,33.8,24.724109589041113
NC,1996,Hurricane Bertha,Hurricane,NC,1996,842.71,0.0,842.71,97.7,45.8,19.459562841530044
TX,1994,Flooding,Flood,TX,1994,2150.14,10344.06,12494.199999999999,0.0,0.0,0.0
NC,2012,Hurricane Sandy,Hurricane,NC,2012,6950.11,0.0,6950.11,32.2,30.7,21.93606557377049
TX,2017,Hurricane Harvey,Hurricane,TX,2017,0.0,0.0,0.0,115.4,53.5,26.819726027397266
LA,1995,Flooding,Flood,LA,1995,115335.81,0.0,115335.81,70.1,33.8,24.724109589041113
IL,2013,Mid-spring storms,Storm,IL,2013,5937.96,0.0,5937.96,47.4,42.0,15.888493150684935
FL,2022,Hurricane Ian,Hurricane,FL,2022,66287.02,2000.0,68287.02,208.8,76.6,28.4682191780822
LA,1989,Flooding,Flood,LA,1989,3726.5,1392.5,5119.0,60.7,29.7,24.03835616438355
FL,2022,Hurricane Ian,Hurricane,FL,2022,0.0,0.0,0.0,208.8,76.6,28.4682191780822
LA,1980,Flooding,Flood,LA,1980,0.0,0.0,0.0,116.8,32.4,24.40846994535519
TX,2017,Hurricane Harvey,Hurricane,TX,2017,40471.41,0.0,40471.41,115.4,53.5,26.819726027397266
PR,2017,Hurricane Maria,Hurricane,PR,2017,32332.75,0.0,32332.75,208.7,81.2,23.722739726027385
MA,1991,"The ""Halloween"" Storm",Storm,MA,1991,1101.82,0.0,1101.82,0.0,0.0,0.0
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,3002.19,0.0,3002.19,0.0,0.0,0.0
TX,2016,Spring severe storms,Storm,TX,2016,3651.68,2014.06,5665.74,0.0,0.0,0.0
AL,2004,Hurricane Ivan,Hurricane,AL,2004,0.0,0.0,0.0,126.7,54.8,23.34016393442623
NC,2024,Hurricane Helene,Hurricane,NC,2024,500000.0,0.0,500000.0,79.4,46.5,21.616666666666656
TX,2008,Hurricane Ike,Hurricane,TX,2008,4379.61,896.61,5276.219999999999,41.7,42.5,26.64180327868851
SC,2016,Hurricane Matthew,Hurricane,SC,2016,0.0,0.0,0.0,124.0,46.5,23.819945355191262
NY,1992,December Storm - Nor'easter,Storm,NY,1992,2179.3,0.0,2179.3,29.7,35.3,11.993989071038252
CA,1996,Flooding,Flood,CA,1996,3000.0,440.0,3440.0,25.4,24.1,26.482240437158485
LA,2021,Hurricane Ida,Hurricane,LA,2021,15354.11,382.1,15736.210000000001,176.4,38.0,24.852602739726045
NY,2011,Hurricane Irene,Hurricane,NY,2011,17854.51,0.0,17854.51,99.2,38.2,13.412054794520554
NJ,1992,December Storm - Nor'easter,Storm,NJ,1992,0.0,0.0,0.0,0.0,0.0,0.0
TX,1989,Tropical Storm Allison,Storm,TX,1989,21150.28,4825.0,25975.28,0.0,0.0,0.0
NC,2011,Hurricane Irene,Hurricane,NC,2011,5728.36,1572.67,7301.03,39.3,35.9,21.831232876712335
TX,2017,Hurricane Harvey,Hurricane,TX,2017,0.0,0.0,0.0,115.4,53.5,26.819726027397266
CA,2023,December California Flooding,Flood,CA,2023,36579.67,0.0,36579.67,54.8,35.2,26.930410958904115
NC,2018,Hurricane Florence,Hurricane,NC,2018,0.0,0.0,0.0,181.7,38.8,20.5109589041096
FL,2004,Hurricane Ivan,Hurricane,FL,2004,2562.37,0.0,2562.37,120.3,64.3,27.106557377049185
NC,1993,Hurricane Emily,Hurricane,NC,1993,0.0,0.0,0.0,71.0,30.9,20.59287671232876
NC,2004,Hurricane Alex,Hurricane,NC,2004,0.0,0.0,0.0,67.8,31.6,20.056010928961758
LA,2005,Hurricane Katrina,Hurricane,LA,2005,0.0,0.0,0.0,63.7,47.6,25.748767123287685
PA,2004,Tropical Storm Ivan,Storm,PA,2004,5344.58,0.0,5344.58,67.8,38.4,15.314754098360641
LA,1991,Flooding,Flood,LA,1991,4993.58,0.0,4993.58,86.6,32.6,24.527397260273947
LA,1995,Flooding,Flood,LA,1995,3204.72,0.0,3204.72,70.1,33.8,24.724109589041113
SC,1989,Hurricane Hugo,Hurricane,SC,1989,0.0,0.0,0.0,78.5,70.7,23.115616438356138
FL,2024,Hurricane Milton,Hurricane,FL,2024,24337.14,0.0,24337.14,45.2,63.6,28.001912568306004
FL,1995,Hurricane Opal,Hurricane,FL,1995,9947.4,1471.9,11419.3,37.3,33.1,26.58630136986301
LA,2024,Hurricane Francine,Hurricane,LA,2024,4405.16,0.0,4405.16,73.8,38.8,26.60273224043716
FL,1999,Hurricane Irene,Hurricane,FL,1999,1939.97,446.0,2385.9700000000003,110.3,35.5,27.3413698630137
NC,2018,Hurricane Florence,Hurricane,NC,2018,14375.62,0.0,14375.62,181.7,38.8,20.5109589041096
LA,2005,Hurricane Katrina,Hurricane,LA,2005,0.0,2500.0,2500.0,63.7,47.6,25.748767123287685
LA,1995,Flooding,Flood,LA,1995,709.84,0.0,709.84,70.1,33.8,24.724109589041113
FL,2022,Hurricane Ian,Hurricane,FL,2022,112856.14,0.0,112856.14,208.8,76.6,28.4682191780822
NY,1979,Not a named storm,Storm,NY,1979,605.5,792.5,1398.0,50.2,42.2,12.30849315068494
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,62121.72,0.0,62121.72,0.0,0.0,0.0
LA,1998,Flooding,Flood,LA,1998,3386.45,0.0,3386.45,71.0,34.5,25.703013698630123
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,18174.9,0.0,18174.9,0.0,0.0,0.0
TX,2017,Hurricane Harvey,Hurricane,TX,2017,69949.55,0.0,69949.55,115.4,53.5,26.819726027397266
NJ,2010,Nor'easter,Storm,NJ,2010,0.0,0.0,0.0,0.0,0.0,0.0
CT,1979,Not a named storm,Storm,CT,1979,2384.0,0.0,2384.0,65.7,39.4,15.295616438356161
FL,2018,Hurricane Michael,Hurricane,FL,2018,0.0,0.0,0.0,32.0,34.6,27.493972602739728
FL,2024,Hurricane Helene,Hurricane,FL,2024,55062.33,6857.3,61919.630000000005,45.2,63.6,28.001912568306004
FL,2017,Hurricane Irma,Hurricane,FL,2017,41631.21,40691.02,82322.23,75.8,73.1,27.927123287671268
TX,2017,Hurricane Harvey,Hurricane,TX,2017,61033.96,15436.74,76470.7,115.4,53.5,26.819726027397266
LA,2005,Hurricane Katrina,Hurricane,LA,2005,75000.0,30000.0,105000.0,63.7,47.6,25.748767123287685
FL,2004,Hurricane Frances,Hurricane,FL,2004,0.0,0.0,0.0,120.3,64.3,27.106557377049185
NY,2012,Hurricane Sandy,Hurricane,NY,2012,28869.8,0.0,28869.8,48.8,39.7,14.591530054644808
NY,2012,Hurricane Sandy,Hurricane,NY,2012,115853.04,28544.66,144397.69999999998,48.8,39.7,14.591530054644808
LA,2005,Hurricane Katrina,Hurricane,LA,2005,19969.14,0.0,19969.14,63.7,47.6,25.748767123287685
NC,2011,Hurricane Irene,Hurricane,NC,2011,0.0,0.0,0.0,39.3,35.9,21.831232876712335
FL,2022,Hurricane Ian,Hurricane,FL,2022,252425.24,0.0,252425.24,208.8,76.6,28.4682191780822
TX,2017,Hurricane Harvey,Hurricane,TX,2017,250000.0,100000.0,350000.0,115.4,53.5,26.819726027397266
TX,2017,Hurricane Harvey,Hurricane,TX,2017,0.0,0.0,0.0,115.4,53.5,26.819726027397266
LA,2005,Hurricane Katrina,Hurricane,LA,2005,15800.0,0.0,15800.0,63.7,47.6,25.748767123287685
TX,2003,Hurricane Claudette,Hurricane,TX,2003,12449.65,3369.38,15819.029999999999,0.0,0.0,0.0
TN,2010,Late spring storms,Storm,TN,2010,24070.83,5111.35,29182.18,63.8,32.2,20.546301369863002
VA,1985,Flooding,Flood,VA,1985,25026.3,1750.0,26776.3,44.5,36.1,20.25041095890412
NJ,1996,Flooding,Flood,NJ,1996,3459.4,0.0,3459.4,55.8,43.0,15.88442622950821
FL,2004,Hurricane Ivan,Hurricane,FL,2004,217800.0,100000.0,317800.0,120.3,64.3,27.106557377049185
FL,1992,Hurricane Andrew,Hurricane,FL,1992,193381.0,31020.0,224401.0,44.4,30.6,27.21147540983609
PA,2004,Tropical Storm Ivan,Storm,PA,2004,610.51,0.0,610.51,67.8,38.4,15.314754098360641
LA,2005,Hurricane Katrina,Hurricane,LA,2005,133700.0,22700.0,156400.0,63.7,47.6,25.748767123287685
TX,2003,Hurricane Claudette,Hurricane,TX,2003,7743.96,3358.8,11102.76,0.0,0.0,0.0
PR,1987,Flooding,Flood,PR,1987,5193.95,0.0,5193.95,46.8,24.6,24.816438356164365
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,76320.79,1590.05,77910.84,0.0,0.0,0.0
TX,2015,Early summer storms,Storm,TX,2015,0.0,0.0,0.0,169.3,37.4,25.443287671232884
LA,2005,Hurricane Katrina,Hurricane,LA,2005,50000.0,20000.0,70000.0,63.7,47.6,25.748767123287685
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,3695.35,0.0,3695.35,0.0,0.0,0.0
NC,1999,Hurricane Floyd,Hurricane,NC,1999,70558.79,10335.52,80894.31,68.1,36.8,20.717534246575365
TX,2001,Tropical Storm Allison,Storm,TX,2001,20739.99,569.95,21309.940000000002,60.6,40.8,24.620273972602728
FL,2004,Hurricane Jeanne,Hurricane,FL,2004,1408.59,0.0,1408.59,120.3,64.3,27.106557377049185
LA,1998,Flooding,Flood,LA,1998,0.0,0.0,0.0,71.0,34.5,25.703013698630123
TX,2008,Hurricane Ike,Hurricane,TX,2008,0.0,0.0,0.0,41.7,42.5,26.64180327868851
MS,1983,Flooding,Flood,MS,1983,22068.2,6912.64,28980.84,94.2,36.6,22.355342465753406
NC,2011,Hurricane Irene,Hurricane,NC,2011,9219.86,0.0,9219.86,39.3,35.9,21.831232876712335
LA,2016,Mid-summer severe storms,Storm,LA,2016,250000.0,0.0,250000.0,233.5,35.3,25.598087431693997
IL,1981,Flooding,Flood,IL,1981,23502.0,0.0,23502.0,60.1,45.4,15.647123287671233
MS,2002,Tropical Storm Isidore,Storm,MS,2002,0.0,0.0,0.0,121.8,34.3,23.636712328767118
FL,1985,Hurricane Elena,Hurricane,FL,1985,2559.0,0.0,2559.0,25.6,33.4,27.62438356164381
LA,1995,Flooding,Flood,LA,1995,17096.66,0.0,17096.66,70.1,33.8,24.724109589041113
TX,1998,Flooding,Flood,TX,1998,0.0,0.0,0.0,120.3,41.8,25.954794520547935
LA,1992,Hurricane Andrew,Hurricane,LA,1992,173201.91,100000.0,273201.91000000003,65.7,43.1,24.035245901639342
LA,2005,Hurricane Katrina,Hurricane,LA,2005,412310.01,0.0,412310.01,63.7,47.6,25.748767123287685
SC,1989,Hurricane Hugo,Hurricane,SC,1989,75099.21,29668.56,104767.77,78.5,70.7,23.115616438356138
CT,2012,Hurricane Sandy,Hurricane,CT,2012,17112.16,0.0,17112.16,40.4,44.1,17.087431693989057
FL,2024,Hurricane Helene,Hurricane,FL,2024,0.0,0.0,0.0,45.2,63.6,28.001912568306004
TX,1989,Flooding,Flood,TX,1989,1380.88,0.0,1380.88,0.0,0.0,0.0
LA,2020,Hurricane Laura,Hurricane,LA,2020,154724.59,18363.78,173088.37,72.9,51.4,25.66612021857924
NJ,2011,Hurricane Irene,Hurricane,NJ,2011,10198.93,0.0,10198.93,0.0,0.0,0.0
AL,2004,Hurricane Ivan,Hurricane,AL,2004,47218.82,13400.0,60618.82,126.7,54.8,23.34016393442623
FL,2022,Hurricane Ian,Hurricane,FL,2022,46361.08,1096.76,47457.840000000004,208.8,76.6,28.4682191780822
FL,1994,Tropical Storm Alberto,Storm,FL,1994,2900.0,2700.0,5600.0,47.0,39.7,27.43506849315071
FL,1999,Hurricane Irene,Hurricane,FL,1999,0.0,0.0,0.0,110.3,35.5,27.3413698630137
FL,1999,Hurricane Irene,Hurricane,FL,1999,64853.91,11960.15,76814.06,110.3,35.5,27.3413698630137
NJ,1999,Hurricane Floyd,Hurricane,NJ,1999,0.0,0.0,0.0,0.0,0.0,0.0
WA,1996,Flooding,Flood,WA,1996,10625.75,0.0,10625.75,96.5,20.4,10.540710382513662
FL,2022,Hurricane Ian,Hurricane,FL,2022,1259.03,0.0,1259.03,208.8,76.6,28.4682191780822
LA,2001,Tropical Storm Allison,Storm,LA,2001,962.1,0.0,962.1,86.0,34.9,24.30821917808221
FL,2022,Hurricane Ian,Hurricane,FL,2022,0.0,0.0,0.0,208.8,76.6,28.4682191780822
FL,1998,Hurricane Georges (Keys),Hurricane,FL,1998,20419.4,11962.36,32381.760000000002,93.1,37.8,27.581095890410953
FL,2024,Hurricane Helene,Hurricane,FL,2024,0.0,0.0,0.0,45.2,63.6,28.001912568306004
NY,1999,Hurricane Floyd,Hurricane,NY,1999,1400.0,0.0,1400.0,109.7,37.2,13.601095890410939
TX,1989,Hurricane Chantel,Hurricane,TX,1989,0.0,0.0,0.0,0.0,0.0,0.0
LA,2015,Spring storm,Storm,LA,2015,101647.78,18300.0,119947.78,0.0,0.0,0.0
FL,2024,Hurricane Helene,Hurricane,FL,2024,345805.86,0.0,345805.86,45.2,63.6,28.001912568306004
FL,2017,Hurricane Irma,Hurricane,FL,2017,0.0,0.0,0.0,75.8,73.1,27.927123287671268
NJ,1984,Flooding,Flood,NJ,1984,8170.0,7000.0,15170.0,0.0,0.0,0.0
WA,1996,Flooding,Flood,WA,1996,16981.03,3500.0,20481.03,96.5,20.4,10.540710382513662
FL,2024,Hurricane Milton,Hurricane,FL,2024,0.0,0.0,0.0,45.2,63.6,28.001912568306004
IA,1993,Midwest Flooding,Flood,IA,1993,25505.25,0.0,25505.25,0.0,0.0,0.0
NC,2018,Hurricane Florence,Hurricane,NC,2018,18080.09,0.0,18080.09,181.7,38.8,20.5109589041096
MD,1996,Flooding,Flood,MD,1996,17360.2,3300.0,20660.2,0.0,0.0,0.0
KY,1984,Flooding,Flood,KY,1984,0.0,0.0,0.0,78.9,31.4,18.36584699453551
GA,1998,Flooding,Flood,GA,1998,35634.91,0.0,35634.91,0.0,0.0,0.0
CA,1980,Flooding,Flood,CA,1980,11048.54,5000.0,16048.54,29.9,26.8,25.960928961748625
FL,2024,Hurricane Helene,Hurricane,FL,2024,122517.1,24484.14,147001.24,45.2,63.6,28.001912568306004
NJ,1984,Flooding,Flood,NJ,1984,5194.2,350.0,5544.2,0.0,0.0,0.0
NY,2012,Hurricane Sandy,Hurricane,NY,2012,6058.95,0.0,6058.95,48.8,39.7,14.591530054644808
PA,2011,Tropical Storm Lee,Storm,PA,2011,13994.52,0.0,13994.52,77.6,33.0,16.312328767123276
FL,1999,Hurricane Irene,Hurricane,FL,1999,0.0,0.0,0.0,110.3,35.5,27.3413698630137
FL,2024,Hurricane Milton,Hurricane,FL,2024,0.0,0.0,0.0,45.2,63.6,28.001912568306004
TX,2017,Hurricane Harvey,Hurricane,TX,2017,55000.0,0.0,55000.0,115.4,53.5,26.819726027397266
AL,2005,Hurricane Katrina,Hurricane,AL,2005,83987.12,21000.0,104987.12,57.2,45.7,23.200000000000014
TX,2019,Tropical Storm Imelda,Storm,TX,2019,28611.81,6390.91,35002.72,0.0,0.0,0.0
TX,2017,Hurricane Harvey,Hurricane,TX,2017,0.0,0.0,0.0,115.4,53.5,26.819726027397266
NY,2012,Hurricane Sandy,Hurricane,NY,2012,27513.41,0.0,27513.41,48.8,39.7,14.591530054644808
IL,1987,Flooding,Flood,IL,1987,0.0,7643.0,7643.0,40.3,46.8,17.158630136986297
MO,2017,Late spring severe storms,Storm,MO,2017,4437.66,2689.5,7127.16,77.7,35.9,20.50904109589041
FL,1999,Hurricane Irene,Hurricane,FL,1999,0.0,0.0,0.0,110.3,35.5,27.3413698630137
TX,2008,Hurricane Ike,Hurricane,TX,2008,376.86,5118.16,5495.0199999999995,41.7,42.5,26.64180327868851
TX,1983,Hurricane Alicia,Hurricane,TX,1983,8430.88,0.0,8430.88,51.3,48.6,24.291506849315052
TX,1979,Tropical Storm Claudette,Storm,TX,1979,5865.97,6635.03,12501.0,40.6,42.0,24.003287671232854
NC,2003,Hurricane Isabel,Hurricane,NC,2003,1345.21,0.0,1345.21,66.2,37.3,19.546301369863023
TN,2010,Late spring storms,Storm,TN,2010,48196.23,0.0,48196.23,63.8,32.2,20.546301369863002
TX,2017,Hurricane Harvey,Hurricane,TX,2017,613.4,0.0,613.4,115.4,53.5,26.819726027397266
LA,1989,Flooding,Flood,LA,1989,436.95,0.0,436.95,60.7,29.7,24.03835616438355
FL,2024,Hurricane Helene,Hurricane,FL,2024,134009.48,0.0,134009.48,45.2,63.6,28.001912568306004
FL,2022,Hurricane Ian,Hurricane,FL,2022,0.0,0.0,0.0,208.8,76.6,28.4682191780822
CT,1992,December Storm - Nor'easter,Storm,CT,1992,16706.98,0.0,16706.98,47.3,38.0,14.729508196721314
NY,2011,Tropical Storm Lee,Storm,NY,2011,50000.0,10000.0,60000.0,99.2,38.2,13.412054794520554
LA,1998,Flooding,Flood,LA,1998,779.13,0.0,779.13,71.0,34.5,25.703013698630123
TX,2002,Heavy rains,Heavy Rain,TX,2002,15000.0,0.0,15000.0,61.9,37.7,24.799999999999994
FL,2005,Hurricane Dennis,Hurricane,FL,2005,16219.09,4626.23,20845.32,47.4,54.1,26.69808219178083
NY,1979,Not a named storm,Storm,NY,1979,2706.28,0.0,2706.28,50.2,42.2,12.30849315068494
TX,1998,Flooding,Flood,TX,1998,189857.55,39000.0,228857.55,120.3,41.8,25.954794520547935
FL,2022,Hurricane Ian,Hurricane,FL,2022,9315.81,936.82,10252.63,208.8,76.6,28.4682191780822
FL,2005,Hurricane Wilma,Hurricane,FL,2005,2754.96,1680.0,4434.96,47.4,54.1,26.69808219178083
VA,2006,Tropical Storm Ernesto,Storm,VA,2006,11534.64,0.0,11534.64,57.7,37.2,20.68383561643836
SC,2016,Hurricane Matthew,Hurricane,SC,2016,0.0,0.0,0.0,124.0,46.5,23.819945355191262
NY,2012,Hurricane Sandy,Hurricane,NY,2012,122173.73,0.0,122173.73,48.8,39.7,14.591530054644808
MO,2011,Late spring storms,Storm,MO,2011,36300.0,0.0,36300.0,58.3,29.3,19.89397260273974
VT,2011,Hurricane Irene,Hurricane,VT,2011,135166.08,10707.5,145873.58,101.1,34.1,10.43945205479452
TX,1980,Hurricane Danielle,Hurricane,TX,1980,1570.36,0.0,1570.36,0.0,0.0,0.0
NY,2007,Nor'easter,Storm,NY,2007,7109.58,0.0,7109.58,61.4,33.4,13.277808219178077
FL,2008,Tropical Storm Fay,Storm,FL,2008,0.0,0.0,0.0,42.3,32.3,27.393169398907098
LA,2008,Hurricane Gustav,Hurricane,LA,2008,0.0,0.0,0.0,124.3,61.5,25.34726775956283
TX,2016,Early summer severe storms,Storm,TX,2016,6944.63,9826.32,16770.95,0.0,0.0,0.0
TX,2008,Hurricane Ike,Hurricane,TX,2008,65304.13,55671.79,120975.92,41.7,42.5,26.64180327868851
LA,2001,Tropical Storm Allison,Storm,LA,2001,0.0,0.0,0.0,86.0,34.9,24.30821917808221
NC,1996,Hurricane Fran,Hurricane,NC,1996,15659.63,0.0,15659.63,97.7,45.8,19.459562841530044
TX,2008,Hurricane Ike,Hurricane,TX,2008,10486.15,0.0,10486.15,41.7,42.5,26.64180327868851
NJ,1992,December Storm - Nor'easter,Storm,NJ,1992,11104.49,1867.69,12972.18,0.0,0.0,0.0
NY,2012,Hurricane Sandy,Hurricane,NY,2012,30946.18,2575.93,33522.11,48.8,39.7,14.591530054644808
FL,2024,Hurricane Milton,Hurricane,FL,2024,154000.0,0.0,154000.0,45.2,63.6,28.001912568306004
TX,1980,Hurricane Allen,Hurricane,TX,1980,27995.0,5697.0,33692.0,0.0,0.0,0.0
FL,2017,Hurricane Irma,Hurricane,FL,2017,0.0,0.0,0.0,75.8,73.1,27.927123287671268
WI,1986,Flooding,Flood,WI,1986,0.0,0.0,0.0,55.0,40.5,12.395342465753435
PA,2020,Hurricane Isaias,Hurricane,PA,2020,7999.55,0.0,7999.55,58.0,37.8,17.642622950819675
NY,1979,Not a named storm,Storm,NY,1979,900.0,3500.0,4400.0,50.2,42.2,12.30849315068494
FL,2024,Hurricane Helene,Hurricane,FL,2024,0.0,0.0,0.0,45.2,63.6,28.001912568306004
MO,1993,Midwest Flooding,Flood,MO,1993,32500.0,16300.0,48800.0,85.7,29.8,17.577534246575347
LA,2005,Hurricane Katrina,Hurricane,LA,2005,0.0,2500.0,2500.0,63.7,47.6,25.748767123287685
TX,2001,Tropical Storm Allison,Storm,TX,2001,26927.49,5480.94,32408.43,60.6,40.8,24.620273972602728
FL,1999,Hurricane Irene,Hurricane,FL,1999,0.0,0.0,0.0,110.3,35.5,27.3413698630137
LA,1995,Flooding,Flood,LA,1995,11010.23,0.0,11010.23,70.1,33.8,24.724109589041113
TX,2017,Hurricane Harvey,Hurricane,TX,2017,83759.57,55510.68,139270.25,115.4,53.5,26.819726027397266
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,2641.8,0.0,2641.8,0.0,0.0,0.0
PR,1985,Hurricane Isabel,Hurricane,PR,1985,0.0,2000.0,2000.0,35.2,23.5,24.59205479452055
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,47061.42,0.0,47061.42,0.0,0.0,0.0
MS,2002,Hurricane Lili,Hurricane,MS,2002,571.0,701.99,1272.99,121.8,34.3,23.636712328767118
FL,2004,Hurricane Jeanne,Hurricane,FL,2004,0.0,0.0,0.0,120.3,64.3,27.106557377049185
TX,2008,Hurricane Ike,Hurricane,TX,2008,8283.51,0.0,8283.51,41.7,42.5,26.64180327868851
TX,1980,Hurricane Allen,Hurricane,TX,1980,14021.16,0.0,14021.16,0.0,0.0,0.0
TX,2009,Spring Storm,Storm,TX,2009,33913.85,3188.31,37102.159999999996,0.0,0.0,0.0
NC,2011,Hurricane Irene,Hurricane,NC,2011,27500.0,3824.5,31324.5,39.3,35.9,21.831232876712335
LA,1995,Flooding,Flood,LA,1995,0.0,0.0,0.0,70.1,33.8,24.724109589041113
LA,2016,Mid-summer severe storms,Storm,LA,2016,7275.49,0.0,7275.49,233.5,35.3,25.598087431693997
TX,2001,Tropical Storm Allison,Storm,TX,2001,18466.19,3267.07,21733.26,60.6,40.8,24.620273972602728
TX,2015,Early summer storms,Storm,TX,2015,15150.15,0.0,15150.15,169.3,37.4,25.443287671232884
LA,2005,Hurricane Katrina,Hurricane,LA,2005,0.0,12608.25,12608.25,63.7,47.6,25.748767123287685
LA,2021,2021 Mid-Spring Severe Storms,Storm,LA,2021,11570.69,0.0,11570.69,176.4,38.0,24.852602739726045
LA,2005,Hurricane Katrina,Hurricane,LA,2005,54399.48,0.0,54399.48,63.7,47.6,25.748767123287685
TX,2003,Hurricane Claudette,Hurricane,TX,2003,13413.98,4088.72,17502.7,0.0,0.0,0.0
NC,2011,Hurricane Irene,Hurricane,NC,2011,3074.7,0.0,3074.7,39.3,35.9,21.831232876712335
IL,1997,Flooding,Flood,IL,1997,7579.44,0.0,7579.44,53.3,49.3,15.245753424657524
NY,2011,Hurricane Irene,Hurricane,NY,2011,6091.18,0.0,6091.18,99.2,38.2,13.412054794520554
SC,1989,Hurricane Hugo,Hurricane,SC,1989,1661.2,0.0,1661.2,78.5,70.7,23.115616438356138
LA,2001,Tropical Storm Allison,Storm,LA,2001,16527.17,0.0,16527.17,86.0,34.9,24.30821917808221
OR,1996,Flooding,Flood,OR,1996,189.16,0.0,189.16,103.0,30.1,12.727049180327866
LA,1991,Flooding,Flood,LA,1991,51243.0,13975.0,65218.0,86.6,32.6,24.527397260273947
FL,1999,Hurricane Irene,Hurricane,FL,1999,1403.0,0.0,1403.0,110.3,35.5,27.3413698630137
TX,2019,Tropical Storm Imelda,Storm,TX,2019,68398.89,0.0,68398.89,0.0,0.0,0.0
ME,1987,Flooding,Flood,ME,1987,16229.58,0.0,16229.58,37.4,34.2,11.412328767123284
LA,2005,Hurricane Katrina,Hurricane,LA,2005,162000.0,50000.0,212000.0,63.7,47.6,25.748767123287685
LA,2008,Hurricane Gustav,Hurricane,LA,2008,22000.0,0.0,22000.0,124.3,61.5,25.34726775956283
NY,2011,Hurricane Irene,Hurricane,NY,2011,17602.26,0.0,17602.26,99.2,38.2,13.412054794520554
FL,2024,Hurricane Helene,Hurricane,FL,2024,147441.01,0.0,147441.01,45.2,63.6,28.001912568306004
LA,2016,Mid-summer severe storms,Storm,LA,2016,110296.73,33793.18,144089.91,233.5,35.3,25.598087431693997
SC,1996,Hurricane Bertha,Hurricane,SC,1996,0.0,0.0,0.0,110.3,43.8,22.42513661202188
NY,1992,December Storm - Nor'easter,Storm,NY,1992,56265.98,0.0,56265.98,29.7,35.3,11.993989071038252
FL,2004,Hurricane Jeanne,Hurricane,FL,2004,0.0,0.0,0.0,120.3,64.3,27.106557377049185
FL,1995,Hurricane Opal,Hurricane,FL,1995,0.0,10000.0,10000.0,37.3,33.1,26.58630136986301
